,,,,,,,,,,,,Calculation_result_range_bins_text_v2,Calculation_result_range_bins_text_v2,Calculation_result_range_bins_text_v2,Calculation_result_range_bins_text_v2,Calculation_result_range_bins_text_v2,Calculation_result_range_bins_text_v2
Water System ID,Water System Name,Source,County,Action Taken,,Testing Date,Sample Number,PFAS Measured,Result,State Action Level (SAL),Calculation_result_range_bins_text,Action & No PFAS detected,Action & PFAS detected below State Action Level (SAL),Action & PFAS detected meeting or exceeding State Action Level (SAL),No Action & No PFAS detected,No Action & PFAS detected below State Action Level (SAL),No Action & PFAS detected meeting or exceeding State Action Level (SAL)
5948,BETHEL WATER CO,1,Pierce,None,,11/29/2023,2301,(PFOA) PFoctanoic acid,3.3ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5948,BETHEL WATER CO,2,Pierce,None,,11/29/2023,2303,(PFOA) PFoctanoic acid,3.9ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5948,BETHEL WATER CO,2,Pierce,None,,11/29/2023,2303,(PFOS) PFoctane sulfonic acid,3.5ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5948,BETHEL WATER CO,4,Pierce,None,,11/29/2023,2307,(PFOS) PFoctane sulfonic acid,4.4ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5948,BETHEL WATER CO,1,Pierce,None,,11/29/2023,2301,(PFOS) PFoctane sulfonic acid,4ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5948,BETHEL WATER CO,4,Pierce,None,,11/29/2023,2307,(PFPeA) PFpentanoic acid,2.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5948,BETHEL WATER CO,2,Pierce,None,,7/19/2024,6202,(PFBS) PFbutane sulfonic acid,6.7ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5948,BETHEL WATER CO,3,Pierce,None,,7/19/2024,6203,(PFBS) PFbutane sulfonic acid,7.4ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5948,BETHEL WATER CO,1,Pierce,None,,7/19/2024,6201,(PFBS) PFbutane sulfonic acid,7.7ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5948,BETHEL WATER CO,4,Pierce,None,,7/19/2024,6204,(PFBS) PFbutane sulfonic acid,7.8ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5948,BETHEL WATER CO,2,Pierce,None,,7/19/2024,6202,(PFHxA) PFhexanoic acid,2.4ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5948,BETHEL WATER CO,3,Pierce,None,,7/19/2024,6203,(PFHxA) PFhexanoic acid,2.4ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5948,BETHEL WATER CO,1,Pierce,None,,7/19/2024,6201,(PFHxA) PFhexanoic acid,2.5ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5948,BETHEL WATER CO,4,Pierce,None,,7/19/2024,6204,(PFHxA) PFhexanoic acid,2.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5948,BETHEL WATER CO,3,Pierce,None,,7/19/2024,6203,(PFOA) PFoctanoic acid,2.7ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5948,BETHEL WATER CO,2,Pierce,None,,7/19/2024,6202,(PFOA) PFoctanoic acid,3.1ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5948,BETHEL WATER CO,4,Pierce,None,,7/19/2024,6204,(PFOA) PFoctanoic acid,3.4ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5948,BETHEL WATER CO,1,Pierce,None,,7/19/2024,6201,(PFOA) PFoctanoic acid,3.5ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5948,BETHEL WATER CO,2,Pierce,None,,7/19/2024,6202,(PFOS) PFoctane sulfonic acid,4.8ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5948,BETHEL WATER CO,1,Pierce,None,,7/19/2024,6201,(PFOS) PFoctane sulfonic acid,5.8ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5948,BETHEL WATER CO,3,Pierce,None,,7/19/2024,6203,(PFOS) PFoctane sulfonic acid,5.8ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5948,BETHEL WATER CO,4,Pierce,None,,7/19/2024,6204,(PFOS) PFoctane sulfonic acid,5.9ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5948,BETHEL WATER CO,3,Pierce,None,,7/19/2024,6203,(PFPeA) PFpentanoic acid,2.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5948,BETHEL WATER CO,2,Pierce,None,,7/19/2024,6202,(PFPeA) PFpentanoic acid,2.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5948,BETHEL WATER CO,4,Pierce,None,,7/19/2024,6204,(PFPeA) PFpentanoic acid,2.8ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5948,BETHEL WATER CO,1,Pierce,None,,7/19/2024,6201,(PFPeA) PFpentanoic acid,3.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5948,BETHEL WATER CO,1,Pierce,None,,12/2/2024,19901,(PFBS) PFbutane sulfonic acid,5.5ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5948,BETHEL WATER CO,2,Pierce,None,,12/2/2024,19902,(PFBS) PFbutane sulfonic acid,6.2ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5948,BETHEL WATER CO,4,Pierce,None,,12/2/2024,19904,(PFBS) PFbutane sulfonic acid,6.3ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5948,BETHEL WATER CO,3,Pierce,None,,12/2/2024,19903,(PFBS) PFbutane sulfonic acid,7.1ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5948,BETHEL WATER CO,2,Pierce,None,,12/2/2024,19902,(PFHxA) PFhexanoic acid,2.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5948,BETHEL WATER CO,3,Pierce,None,,12/2/2024,19903,(PFHxA) PFhexanoic acid,2.5ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5948,BETHEL WATER CO,4,Pierce,None,,12/2/2024,19904,(PFHxA) PFhexanoic acid,3.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5948,BETHEL WATER CO,1,Pierce,None,,12/2/2024,19901,(PFHxA) PFhexanoic acid,4.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5948,BETHEL WATER CO,2,Pierce,None,,12/2/2024,19902,(PFOA) PFoctanoic acid,2.5ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5948,BETHEL WATER CO,3,Pierce,None,,12/2/2024,19903,(PFOA) PFoctanoic acid,2.5ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5948,BETHEL WATER CO,4,Pierce,None,,12/2/2024,19904,(PFOA) PFoctanoic acid,2.5ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5948,BETHEL WATER CO,1,Pierce,None,,12/2/2024,19901,(PFOA) PFoctanoic acid,3.2ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5948,BETHEL WATER CO,2,Pierce,None,,12/2/2024,19902,(PFOS) PFoctane sulfonic acid,4.6ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5948,BETHEL WATER CO,3,Pierce,None,,12/2/2024,19903,(PFOS) PFoctane sulfonic acid,4.6ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5948,BETHEL WATER CO,4,Pierce,None,,12/2/2024,19904,(PFOS) PFoctane sulfonic acid,4.7ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5948,BETHEL WATER CO,1,Pierce,None,,12/2/2024,19901,(PFOS) PFoctane sulfonic acid,5.2ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5948,BETHEL WATER CO,2,Pierce,None,,12/2/2024,19902,(PFPeA) PFpentanoic acid,2.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5948,BETHEL WATER CO,3,Pierce,None,,12/2/2024,19903,(PFPeA) PFpentanoic acid,2.5ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5948,BETHEL WATER CO,4,Pierce,None,,12/2/2024,19904,(PFPeA) PFpentanoic acid,2.9ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5948,BETHEL WATER CO,1,Pierce,None,,12/2/2024,19901,(PFPeA) PFpentanoic acid,3.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5965,BETHEL EAST,1,Kitsap,None,,12/14/2022,27581,(PFBS) PFbutane sulfonic acid,3.7ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5965,BETHEL EAST,2,Kitsap,None,,12/14/2022,27582,(PFBS) PFbutane sulfonic acid,3.8ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5965,BETHEL EAST,2,Kitsap,None,,12/14/2022,27582,(PFHxA) PFhexanoic acid,3.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5965,BETHEL EAST,1,Kitsap,None,,12/14/2022,27581,(PFHxA) PFhexanoic acid,3.5ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5965,BETHEL EAST,1,Kitsap,None,,12/14/2022,27581,(PFHxS) PFhexane sulfonic acid,2.4ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5965,BETHEL EAST,2,Kitsap,None,,12/14/2022,27582,(PFHxS) PFhexane sulfonic acid,2.5ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5965,BETHEL EAST,1,Kitsap,None,,12/14/2022,27581,(PFOA) PFoctanoic acid,4.7ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5965,BETHEL EAST,2,Kitsap,None,,12/14/2022,27582,(PFOA) PFoctanoic acid,4.8ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5965,BETHEL EAST,1,Kitsap,None,,12/14/2022,27581,(PFPeA) PFpentanoic acid,2.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5965,BETHEL EAST,2,Kitsap,None,,12/14/2022,27582,(PFPeA) PFpentanoic acid,2.8ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5965,BETHEL EAST,1,Kitsap,None,,2/27/2024,58141,(PFBS) PFbutane sulfonic acid,4.9ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5965,BETHEL EAST,1,Kitsap,None,,2/27/2024,58141,(PFHxA) PFhexanoic acid,4.8ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5965,BETHEL EAST,1,Kitsap,None,,2/27/2024,58141,(PFHxS) PFhexane sulfonic acid,2.1ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5965,BETHEL EAST,1,Kitsap,None,,2/27/2024,58141,(PFOA) PFoctanoic acid,4.6ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5965,BETHEL EAST,1,Kitsap,None,,2/27/2024,58141,(PFPeA) PFpentanoic acid,4.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5965,BETHEL EAST,2,Kitsap,None,,5/22/2024,71802,(PFBA) PFbutanoic acid,2.7ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5965,BETHEL EAST,1,Kitsap,None,,5/22/2024,71801,(PFBS) PFbutane sulfonic acid,3.6ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5965,BETHEL EAST,2,Kitsap,None,,5/22/2024,71802,(PFBS) PFbutane sulfonic acid,6.2ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5965,BETHEL EAST,2,Kitsap,None,,5/22/2024,71802,(PFHpA) PFheptanoic acid,3.4ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5965,BETHEL EAST,1,Kitsap,None,,5/22/2024,71801,(PFHxA) PFhexanoic acid,3.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5965,BETHEL EAST,2,Kitsap,None,,5/22/2024,71802,(PFHxA) PFhexanoic acid,7.9ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5965,BETHEL EAST,1,Kitsap,None,,5/22/2024,71801,(PFHxS) PFhexane sulfonic acid,2.1ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5965,BETHEL EAST,1,Kitsap,None,,5/22/2024,71801,(PFOA) PFoctanoic acid,4.4ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5965,BETHEL EAST,2,Kitsap,None,,5/22/2024,71802,(PFOA) PFoctanoic acid,6.1ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5965,BETHEL EAST,1,Kitsap,None,,5/22/2024,71801,(PFPeA) PFpentanoic acid,2.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5965,BETHEL EAST,2,Kitsap,None,,5/22/2024,71802,(PFPeA) PFpentanoic acid,8.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5965,BETHEL EAST,2,Kitsap,None,,8/19/2024,96881,(PFBS) PFbutane sulfonic acid,3.3ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5965,BETHEL EAST,2,Kitsap,None,,8/19/2024,96881,(PFHxA) PFhexanoic acid,2.8ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5965,BETHEL EAST,2,Kitsap,None,,8/19/2024,96881,(PFHxS) PFhexane sulfonic acid,2ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5965,BETHEL EAST,2,Kitsap,None,,8/19/2024,96881,(PFOA) PFoctanoic acid,3.8ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5965,BETHEL EAST,2,Kitsap,None,,8/19/2024,96881,(PFPeA) PFpentanoic acid,2.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5980,BETHEL GREEN ACRES WATER ASSN,2,Pierce,None,,6/6/2023,15303,(PFHxS) PFhexane sulfonic acid,2ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
5980,BETHEL GREEN ACRES WATER ASSN,2,Pierce,None,,9/19/2023,48201,(PFHxS) PFhexane sulfonic acid,2.2ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6015,BETHEL RANCHETTES MUTUAL WATER CO,1,Pierce,None,,8/10/2022,77041,(PFBS) PFbutane sulfonic acid,4.6ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6015,BETHEL RANCHETTES MUTUAL WATER CO,1,Pierce,None,,8/10/2022,77041,(PFHxA) PFhexanoic acid,2.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6015,BETHEL RANCHETTES MUTUAL WATER CO,1,Pierce,None,,8/10/2022,77041,(PFOA) PFoctanoic acid,3.2ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6015,BETHEL RANCHETTES MUTUAL WATER CO,1,Pierce,None,,8/10/2022,77041,(PFOS) PFoctane sulfonic acid,4.6ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6015,BETHEL RANCHETTES MUTUAL WATER CO,1,Pierce,None,,8/10/2022,77041,(PFPeA) PFpentanoic acid,2.7ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6015,BETHEL RANCHETTES MUTUAL WATER CO,1,Pierce,None,,5/18/2023,81671,(PFBS) PFbutane sulfonic acid,5.1ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6015,BETHEL RANCHETTES MUTUAL WATER CO,1,Pierce,None,,5/18/2023,81671,(PFHxA) PFhexanoic acid,2.5ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6015,BETHEL RANCHETTES MUTUAL WATER CO,1,Pierce,None,,5/18/2023,81671,(PFOA) PFoctanoic acid,3.4ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6015,BETHEL RANCHETTES MUTUAL WATER CO,1,Pierce,None,,5/18/2023,81671,(PFOS) PFoctane sulfonic acid,4.6ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6015,BETHEL RANCHETTES MUTUAL WATER CO,1,Pierce,None,,5/18/2023,81671,(PFPeA) PFpentanoic acid,2.7ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6015,BETHEL RANCHETTES MUTUAL WATER CO,1,Pierce,None,,8/7/2023,87831,(PFBS) PFbutane sulfonic acid,5.1ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6015,BETHEL RANCHETTES MUTUAL WATER CO,1,Pierce,None,,8/7/2023,87831,(PFHxA) PFhexanoic acid,2.9ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6015,BETHEL RANCHETTES MUTUAL WATER CO,1,Pierce,None,,8/7/2023,87831,(PFHxS) PFhexane sulfonic acid,2ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6015,BETHEL RANCHETTES MUTUAL WATER CO,1,Pierce,None,,8/7/2023,87831,(PFOA) PFoctanoic acid,4.1ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6015,BETHEL RANCHETTES MUTUAL WATER CO,1,Pierce,None,,8/7/2023,87831,(PFOS) PFoctane sulfonic acid,5.4ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6015,BETHEL RANCHETTES MUTUAL WATER CO,1,Pierce,None,,8/7/2023,87831,(PFPeA) PFpentanoic acid,2.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6015,BETHEL RANCHETTES MUTUAL WATER CO,1,Pierce,None,,12/27/2023,66121,(PFBS) PFbutane sulfonic acid,5.9ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6015,BETHEL RANCHETTES MUTUAL WATER CO,1,Pierce,None,,12/27/2023,66121,(PFHxA) PFhexanoic acid,2.7ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6015,BETHEL RANCHETTES MUTUAL WATER CO,1,Pierce,None,,12/27/2023,66121,(PFHxS) PFhexane sulfonic acid,2ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6015,BETHEL RANCHETTES MUTUAL WATER CO,1,Pierce,None,,12/27/2023,66121,(PFOA) PFoctanoic acid,3.8ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6015,BETHEL RANCHETTES MUTUAL WATER CO,1,Pierce,None,,12/27/2023,66121,(PFOS) PFoctane sulfonic acid,5.4ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6015,BETHEL RANCHETTES MUTUAL WATER CO,1,Pierce,None,,12/27/2023,66121,(PFPeA) PFpentanoic acid,2.9ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6015,BETHEL RANCHETTES MUTUAL WATER CO,1,Pierce,None,,9/26/2024,51491,(PFBS) PFbutane sulfonic acid,4.8ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6015,BETHEL RANCHETTES MUTUAL WATER CO,1,Pierce,None,,9/26/2024,51491,(PFHxA) PFhexanoic acid,3.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6015,BETHEL RANCHETTES MUTUAL WATER CO,1,Pierce,None,,9/26/2024,51491,(PFOA) PFoctanoic acid,3.9ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6015,BETHEL RANCHETTES MUTUAL WATER CO,1,Pierce,None,,9/26/2024,51491,(PFOS) PFoctane sulfonic acid,4.8ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6015,BETHEL RANCHETTES MUTUAL WATER CO,1,Pierce,None,,9/26/2024,51491,(PFPeA) PFpentanoic acid,2.8ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6081,NELSON RIDGE,2,Pierce,None,,5/8/2023,31701,(PFBS) PFbutane sulfonic acid,3.9ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6081,NELSON RIDGE,1,Pierce,None,,5/8/2023,31703,(PFBS) PFbutane sulfonic acid,4.9ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6081,NELSON RIDGE,1,Pierce,None,,5/8/2023,31703,(PFHxA) PFhexanoic acid,2.8ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6081,NELSON RIDGE,2,Pierce,None,,5/8/2023,31701,(PFOA) PFoctanoic acid,2.7ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6081,NELSON RIDGE,1,Pierce,None,,5/8/2023,31703,(PFOA) PFoctanoic acid,4.5ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6081,NELSON RIDGE,2,Pierce,None,,5/8/2023,31701,(PFOS) PFoctane sulfonic acid,3.9ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6081,NELSON RIDGE,1,Pierce,None,,5/8/2023,31703,(PFOS) PFoctane sulfonic acid,5.9ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6081,NELSON RIDGE,1,Pierce,None,,5/8/2023,31703,(PFPeA) PFpentanoic acid,3.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6081,NELSON RIDGE,2,Pierce,None,,6/20/2023,50401,(PFBS) PFbutane sulfonic acid,3.6ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6081,NELSON RIDGE,1,Pierce,None,,6/20/2023,50403,(PFBS) PFbutane sulfonic acid,4.3ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6081,NELSON RIDGE,2,Pierce,None,,6/20/2023,50401,(PFOA) PFoctanoic acid,2.1ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6081,NELSON RIDGE,1,Pierce,None,,6/20/2023,50403,(PFOA) PFoctanoic acid,2.3ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6081,NELSON RIDGE,2,Pierce,None,,6/20/2023,50401,(PFOS) PFoctane sulfonic acid,3.6ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6081,NELSON RIDGE,1,Pierce,None,,6/20/2023,50403,(PFOS) PFoctane sulfonic acid,4.4ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6081,NELSON RIDGE,1,Pierce,None,,9/18/2023,49503,(PFBS) PFbutane sulfonic acid,4.8ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6081,NELSON RIDGE,2,Pierce,None,,9/18/2023,49501,(PFBS) PFbutane sulfonic acid,4ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6081,NELSON RIDGE,2,Pierce,None,,9/18/2023,49501,(PFOS) PFoctane sulfonic acid,4.2ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6081,NELSON RIDGE,1,Pierce,None,,9/18/2023,49503,(PFOS) PFoctane sulfonic acid,4.7ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6081,NELSON RIDGE,2,Pierce,None,,11/13/2023,42901,(PFBA) PFbutanoic acid,2.5ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6081,NELSON RIDGE,2,Pierce,None,,11/13/2023,42901,(PFBS) PFbutane sulfonic acid,5.8ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6081,NELSON RIDGE,2,Pierce,None,,11/13/2023,42901,(PFHxS) PFhexane sulfonic acid,2.3ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6081,NELSON RIDGE,2,Pierce,None,,11/13/2023,42901,(PFOA) PFoctanoic acid,3.4ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6081,NELSON RIDGE,2,Pierce,None,,11/13/2023,42901,(PFOS) PFoctane sulfonic acid,5ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6081,NELSON RIDGE,1,Pierce,None,,11/20/2023,54801,(PFBA) PFbutanoic acid,2.4ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6081,NELSON RIDGE,1,Pierce,None,,11/20/2023,54801,(PFBS) PFbutane sulfonic acid,7ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6081,NELSON RIDGE,1,Pierce,None,,11/20/2023,54801,(PFHpA) PFheptanoic acid,2.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6081,NELSON RIDGE,1,Pierce,None,,11/20/2023,54801,(PFHxA) PFhexanoic acid,4.4ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6081,NELSON RIDGE,1,Pierce,None,,11/20/2023,54801,(PFHxS) PFhexane sulfonic acid,3.1ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6081,NELSON RIDGE,1,Pierce,None,,11/20/2023,54801,(PFOA) PFoctanoic acid,5.6ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6081,NELSON RIDGE,1,Pierce,None,,11/20/2023,54801,(PFOS) PFoctane sulfonic acid,7ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6081,NELSON RIDGE,1,Pierce,None,,11/20/2023,54801,(PFPeA) PFpentanoic acid,4.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6081,NELSON RIDGE,2,Pierce,None,,2/13/2024,26003,(PFBS) PFbutane sulfonic acid,3.9ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6081,NELSON RIDGE,1,Pierce,None,,2/13/2024,26001,(PFBS) PFbutane sulfonic acid,4.9ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6081,NELSON RIDGE,2,Pierce,None,,2/13/2024,26003,(PFHxA) PFhexanoic acid,2.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6081,NELSON RIDGE,1,Pierce,None,,2/13/2024,26001,(PFHxA) PFhexanoic acid,3.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6081,NELSON RIDGE,2,Pierce,None,,2/13/2024,26003,(PFOA) PFoctanoic acid,4.5ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6081,NELSON RIDGE,1,Pierce,None,,2/13/2024,26001,(PFOA) PFoctanoic acid,4.6ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6081,NELSON RIDGE,2,Pierce,None,,2/13/2024,26003,(PFOS) PFoctane sulfonic acid,4.9ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
6081,NELSON RIDGE,1,Pierce,None,,2/13/2024,26001,(PFOS) PFoctane sulfonic acid,5.4ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
